Frequency [Hz],Gain,phase [rad]
180820000.0,1088.3578369125037,-1.3363248967508183
181319500.0,1085.7356334802782,-1.3394006410614074
181819000.0,1083.1771274242951,-1.3421843342596538
182318500.0,1080.7332945004541,-1.344442253591317
182818000.0,1078.2934985279683,-1.3466917909851754
183317500.0,1076.2162941862641,-1.3481884779652973
183817000.0,1074.1390898445602,-1.3496851649454178
184316500.0,1072.416768638621,-1.3507467396255257
184816000.0,1070.8732914367429,-1.3515890386678016
185315500.0,1069.54186881467,-1.3522709960707
185815000.0,1068.6635172806898,-1.3526103711012403
186314500.0,1067.7851657467097,-1.3529497461317805
186814000.0,1067.635090088466,-1.3529798860348976
187313500.0,1067.5054368821018,-1.353001354307224
187813000.0,1067.8622221806384,-1.3529507990470502
188312500.0,1068.5088502304982,-1.3528573288066472
188812000.0,1069.3644177685433,-1.3527884815121969
189311500.0,1070.755847062639,-1.352782784056829
189811000.0,1072.147276356735,-1.3527770866014612
190310500.0,1074.152361176324,-1.3530255436571816
190810000.0,1076.2005037751517,-1.3532918337289437
191309500.0,1078.5543693004518,-1.353806407487475
191809000.0,1081.122149846614,-1.3544947059013608
192308500.0,1083.7735760064777,-1.355310571582833
192808000.0,1086.6866539414327,-1.356525480328613
193307500.0,1089.5997318763878,-1.3577403890743933
193807000.0,1092.6454542003187,-1.3594750068962231
194306500.0,1095.7065486050724,-1.3612698534995549
194806000.0,1098.7363540913332,-1.3633844702227473
195305500.0,1101.7405647298012,-1.365760664141351
195805000.0,1104.6928650141183,-1.3682458675537295
196304500.0,1107.442555683033,-1.3711565423767786
196804000.0,1110.1922463519477,-1.3740672171998258
197303500.0,1112.571734288516,-1.3773604874694043
197803000.0,1114.8898817490121,-1.3807171516169379
198302500.0,1116.9128153944305,-1.3842397711363301
198802000.0,1118.6541049551454,-1.3879207177610973
199301500.0,1120.2824083472826,-1.3916312439516285
199801000.0,1121.341684721234,-1.3954907403419372
200300500.0,1122.4009610951853,-1.399350236732246
200800000.0,1122.8526409294143,-1.4032245983786313
201299500.0,1123.1705567620738,-1.4071022326508582
201799000.0,1123.1323852405415,-1.4109099136891383
202298500.0,1122.6982265132901,-1.4146398031818452
202798000.0,1122.1731060708296,-1.4183301932224786
203297500.0,1121.0248353318357,-1.4217499848556971
203797000.0,1119.8765645928422,-1.425169776488914
204296500.0,1118.2359687028993,-1.4282300977892617
204796000.0,1116.4575470019608,-1.4311897858189737
205295500.0,1114.4591322698336,-1.433893088349968
205795000.0,1112.1751946674408,-1.4362636352336966
206294500.0,1109.8602486428024,-1.4385728030950857
206794000.0,1107.2282502109392,-1.4402543876943699
207293500.0,1104.5962517790756,-1.441935972293654
207793000.0,1101.8394649303311,-1.443058737717855
208292500.0,1099.0395128056903,-1.443988203279202
208792000.0,1096.2485750031142,-1.4446109962538958
209291500.0,1093.4713348778243,-1.4447677861177222
209791000.0,1090.704790884665,-1.4448866202444033
210290500.0,1088.1381012223897,-1.4442962617060817
210790000.0,1085.571411560115,-1.443705903167762
211289500.0,1083.2737797592883,-1.4426395155820528
211789000.0,1081.088892374836,-1.441373655597228
212288500.0,1079.0917412353883,-1.4399062848973094
212788000.0,1077.4303667853676,-1.4380785011040316
213287500.0,1075.7768108364573,-1.4362455237860554
213787000.0,1074.7402909952143,-1.4340026734989038
214286500.0,1073.7037711539713,-1.431759823211752
214786000.0,1073.1193385637891,-1.4293520382839813
215285500.0,1072.7612042483588,-1.426861693132421
215785000.0,1072.6212065062332,-1.424347544286975
216284500.0,1072.944067305589,-1.4217828869785598
216784000.0,1073.2669281049443,-1.4192182296701445
217283500.0,1074.207752757761,-1.4167401021283168
217783000.0,1075.164927340428,-1.414264263968961
218282500.0,1076.4641034592346,-1.4119315201307745
218782000.0,1077.9657553878835,-1.4096834926914936
219281500.0,1079.5862250467915,-1.4075290800021736
219781000.0,1081.5091685904495,-1.4056129820578689
220280500.0,1083.4321121341072,-1.4036968841135642
220780000.0,1085.6142927782234,-1.4021503427128663
221279500.0,1087.8142179939225,-1.400629097161143
221779000.0,1090.0877439977337,-1.3993525615367797
222278500.0,1092.4124501847082,-1.3982461911949566
222778000.0,1094.731696904777,-1.3972359555612583
223277500.0,1097.034004703913,-1.3965239941451693
223777000.0,1099.3363125030494,-1.3958120327290806
224276500.0,1101.5012365252796,-1.3954044160636072
224776000.0,1103.6504956563042,-1.3950315016571255
225275500.0,1105.657546381269,-1.394800063647462
225775000.0,1107.5489721227223,-1.394683655448643
226274500.0,1109.3725875836742,-1.39459922950769
226774000.0,1110.933964749143,-1.3946384864762762
227273500.0,1112.4953419146118,-1.3946777434448605
227773000.0,1113.7423361118665,-1.3947563675193861
228272500.0,1114.9378791652257,-1.3948414343177133
228772000.0,1115.9464909150252,-1.394893699030177
